scr,ncr_avg,ncr_r1,dist_x_avg,dist_x_r1,dist_f_avg,dist_f_r1,dist_c_avg,dist_c_r1,dist_f_c_avg,dist_f_c_r1,dist_f_dist_x_avg,dist_f_dist_x_r1,dist_c_dist_x_avg,dist_c_dist_x_r1,dist_f_c_dist_x_avg,dist_f_c_dist_x_r1,uhv_ss_avg,uhv_ss_r1,nuhv_avg,nuhv_r1,uhvd_avg,uhvd_r1,hv_ss_avg,hv_ss_r1,nhv_avg,nhv_r1,hvd_avg,hvd_r1,bhv_avg,bhv_r1,nrfbx,nncv_avg,nncv_r1,ncv_avg,ncv_r1,bncv_avg,bncv_r1,sup_avg,sup_r1,inf_avg,inf_r1,inc_avg,inc_r1,lnd_avg,lnd_r1,nfronts_avg,nfronts_r1,H_max,eps_s,m0,eps05
0.0,0.0,0.0,0.025615583448952445,0.028013240896206826,0.006090464996706245,0.8771328230033639,6.193787248267573e-05,0.7076867091540436,0.006136123556713785,0.8677706897278037,0.2378149691872943,0.8776359313221034,0.002439830138618836,0.7077814716520126,0.2396181084552899,0.8681919598957674,0.1007843239072617,0.9675450396288069,0.10428146708131403,0.9684824772668458,0.003497143174052339,0.7414093183363724,,,,,,,,,0.0,4.1144631338740995e-05,0.6979662736885179,3.6123880212361514e-05,0.6141219174046675,6.332732686122695e-06,0.9752049790840112,0.5007024390243903,0.0,0.4992463414634146,0.0,0.02444146341463415,0.062283674156855096,0.024390243902439025,0.0,1.0236439024390238,0.12922578000172114,0.7356389053434087,1.7167167167167172,0.5304609218436874,-0.8318318318318317
0.0,0.0,0.0,0.025625574144305913,0.026454434394314153,0.006372971657151649,0.8877768353523863,3.380239247426408e-05,0.691891568533061,0.006391275723095427,0.879173849199901,0.24839715177029933,0.8885927109474201,0.001321900586249576,0.6920358402599256,0.24911403031897988,0.8799061065073088,0.10359408729375733,0.9663008587746059,0.1072958343811963,0.967353285550079,0.003701747087438962,0.7488531489405237,0.07589449059261547,0.7070175438596492,0.0768686041236756,0.7614035087719299,0.0009741135310601494,0.0,0.0768686041236756,0.7614035087719299,0.015,2.977504685643528e-05,0.6579849805974625,1.9316061021311223e-05,0.559776332472411,6.393983999156426e-06,0.9735275035055613,0.5033878048780488,0.0,0.4964609756097561,0.0,0.024541463414634146,0.08396334012701659,0.024390243902439025,0.0,1.0230634146341457,0.09470960239425283,0.7104117283729883,1.6746746746746752,0.5280561122244489,-0.7317317317317314
0.0,0.0,0.0,0.02562554532528134,0.042967121028844465,0.005921903830454935,0.8728782959312017,0.00014395392772286112,0.7290089512358048,0.006048054544973985,0.8619793665408894,0.23087459656114911,0.8739228944375237,0.0057147473383990545,0.7290996491481461,0.2358953569307199,0.8629104984744261,0.10012389741394816,0.9686424560833377,0.10323149953229338,0.9687925737360604,0.0031076021183452074,0.7375556855452645,0.05977397699943711,,0.06063408756112886,,0.0008601105616917529,,0.06063408756112886,,0.1,0.00013128822859531883,0.6837753055660871,2.80972878429251e-05,0.5661794894189558,6.428965303223536e-06,0.9733065716575396,0.4988341463414635,0.0,0.5010439024390244,0.0,0.02451219512195122,0.0429517236849943,0.024390243902439025,0.0,1.0233585365853652,0.16175243233417042,0.7128284102903615,1.8028028028028031,0.5254509018036073,-0.7057057057057055
0.0,0.0,0.0,0.025622483101560713,0.03720679557312824,0.006155554088696467,0.8874933013173493,3.779297580511585e-05,0.6858766280403495,0.0061768114917081654,0.8775614989739238,0.24017478216115373,0.8881660762967375,0.0014744255525124513,0.6860945904338261,0.24100392191859243,0.8782711139997712,0.10444089030678907,0.9668789266220127,0.10826360272765492,0.9678111538392098,0.003822712420865853,0.7221045225586307,0.06441339992807124,0.928827485940892,0.0653140414250199,0.9108000964510482,0.0009006414969486505,-0.13681910142382714,0.0653140414250199,0.9108000964510482,0.1741912525879917,3.025957454680011e-05,0.6256610458598744,2.2703038328001508e-05,0.5462077209271414,6.270907872070664e-06,0.9752385329644977,0.4961439024390244,0.023565991309765538,0.502851219512195,0.023223531247144862,0.025395121951219513,0.1922325470120479,0.024390243902439025,0.0,1.0159390243902435,0.5028246594866242,0.7043273437354107,1.7467467467467468,0.5229458917835672,-0.7457457457457456
0.0,0.0,0.0,0.025622958151545295,0.014493189381766533,0.006223904637650683,0.8799391046356977,5.392341672247448e-05,0.7329178176172163,0.006261679657811868,0.8718688548267706,0.24297323879859714,0.8805277979382187,0.002095733830624559,0.7330545691984568,0.24443833856044345,0.8725134798124777,0.10254723465620699,0.9665952469503571,0.10613317571554251,0.9674005921753415,0.0035859410593355083,0.748917111099075,,,,,,,,,0.0,4.9114529887254576e-05,0.7011628975669054,2.0438142494045483e-05,0.5797124952607917,6.515548049044455e-06,0.9758563214202602,0.4952390243902439,0.006464463326303444,0.5047609756097561,0.006464463326303444,0.024390243902439025,0.0,0.024390243902439025,0.0,1.0243585365853654,0.07497453495162773,0.7174857522790342,1.7847847847847853,0.5290581162324648,-0.7617617617617615
0.0,0.0,0.0,0.025619751741534996,0.029745849657272498,0.006302279219567626,0.873510857149735,5.608876746041981e-05,0.6872160332677366,0.006342284838657103,0.8628869980200639,0.24603138884711848,0.8744310097672822,0.0021875339179303864,0.6872782429724313,0.24759102795415405,0.8638017343997303,0.102732259594849,0.9646376813687434,0.10649698700204457,0.9645719113903481,0.00376472740719559,0.7028781948280945,0.06821746567778457,1.0,0.06925926871108462,0.9642857142857145,0.0010418030333000632,0.0,0.06925926871108462,0.9642857142857145,0.0125,4.650449629546945e-05,0.6546047229594322,2.4960140036485986e-05,0.5982900059886094,6.371293483780497e-06,0.9709071495320132,0.49879024390243903,0.0,0.5010121951219513,0.0,0.024587804878048784,0.08922860710537567,0.024390243902439025,0.0,1.0226902439024386,0.15036751608116875,0.7242772727374402,1.7887887887887892,0.5326653306613226,-0.7657657657657655
0.0,0.0,0.0,0.02561746287624366,0.05080029006962874,0.006367907075686824,0.8778484596821269,4.33428552781106e-05,0.7349542735422414,0.006394940766327036,0.8641589942648059,0.2485540832298398,0.8786757539102228,0.0016919959002593657,0.7351686313866386,0.24960899502329353,0.8650932026214591,0.10307585349784402,0.9654809378516791,0.1067100707411067,0.966482642161199,0.0036342172432626526,0.751857687747868,0.05999812637881054,0.7607142857142856,0.06103173783647418,0.7607142857142856,0.0010336114576636399,0.0,0.06103173783647417,0.7607142857142856,0.025,3.352407944031573e-05,0.6968379820350534,2.518968554366919e-05,0.581576874545739,6.363784830993188e-06,0.9748854392222391,0.499590243902439,0.0,0.5003073170731708,0.0,0.02449268292682927,0.07474094644200616,0.024390243902439025,0.0,1.0231926829268287,0.08973803801044725,0.7313717312868414,1.7227227227227229,0.5230460921843687,-0.7417417417417415
0.0,0.0,0.0,0.025619321763839492,0.042872800255164975,0.006315214826837253,0.8737848874927028,3.41417978159457e-05,0.7458235594311746,0.006334266923363812,0.8638492360095565,0.24645535928845524,0.8742862228962428,0.0013352576160529609,0.7460763099773119,0.2472014778748432,0.8643324932146573,0.10315798011885428,0.9660200196188171,0.1070933427494011,0.966928006162475,0.00393536263054681,0.7006043763202079,0.05971157959356389,0.0,0.060372788379118775,0.0,0.0006612087855548815,0.0,0.060372788379118775,0.0,0.1,3.215678417837383e-05,0.722519040483369,1.730128274460016e-05,0.6233790298090602,6.3754698481488805e-06,0.9712449836833497,0.5016560975609756,0.0,0.4982780487804878,0.0,0.02445609756097561,0.062094386676747194,0.024390243902439025,0.0,1.02390487804878,0.15622732580763204,0.7225463574299554,1.7287287287287287,0.5293587174348697,-0.8198198198198196
0.0,0.0,0.0,0.025619543647541338,0.028976870257030572,0.0061986159111210625,0.8750413680213278,3.2905362088667674e-05,0.6925357561970786,0.006215926883036194,0.8678777663434977,0.24193380073237986,0.8758570618714906,0.0012843340060102564,0.6927124374875877,0.24260890717420805,0.8688384745466908,0.10154235670460299,0.9652265997460384,0.10487909436435724,0.966388132420998,0.003336737659754259,0.7300519176491119,0.05313571326433527,0.0,0.05425344176833897,0.0,0.0011177285040036959,0.0,0.05425344176833897,0.0,0.016666666666666666,2.8821920346874558e-05,0.675956907207809,1.9424763469607788e-05,0.5721873036798727,6.443739573649434e-06,0.9697959618148045,0.4955121951219512,0.0,0.5043951219512196,0.0,0.02448292682926829,0.08169430241839,0.024390243902439025,0.0,1.0236097560975606,0.09154969590204129,0.7157916264795827,1.730730730730731,0.5346693386773548,-0.8018018018018015
0.0,0.0,0.0,0.025625824408906855,0.04238431457509613,0.00632662229835743,0.86677932802542,3.597077998312657e-05,0.7050547581649785,0.0063462545706424,0.8556979568747103,0.2467213060138639,0.8682335469738274,0.0014036628966597282,0.7052625142176243,0.24748694238867058,0.857397158280525,0.10172079348445848,0.9680665162156143,0.10515100368841143,0.9687234288396611,0.003430210203952945,0.7375394007233684,,,,,,,,,0.0,2.9292525812461344e-05,0.6399542652873313,2.1902466433815753e-05,0.5705635636466724,6.361259247492042e-06,0.9756570480060788,0.5003829268292683,0.0,0.4995317073170732,0.0,0.024475609756097562,0.045645430019613006,0.024390243902439025,0.0,1.0234170731707313,0.14650961579390936,0.7079654069696887,1.720720720720721,0.5235470941883767,-0.7757757757757755
