Var1,NSGAII,ECNSGAII,PECNSGAII,SRNSGAII,DCMOEAD,ECMOEAD,PECMOEAD,SRCMOEAD,ANSGAIII,CTAEA,CMOEA_MS,ToP,CCMO,PPS,MOEADDAE
NSGAII_DASCMOP2_14_M2_D10_9.mat,0.971246014027976,0.969097883961113,0.707286574805339,0.976368928311698,0.863050104306299,0.86806676069216,0.430133017060685,0.925195427600248,0.973073428500053,0.857623828736306,0.975407998607042,0.967763568980096,0.963603310873805,0.940961103841123,0.626870248326583
NSGAII_DASCMOP2_15_M2_D10_9.mat,0.973631201252187,0.966249719207517,0.728123718615655,0.979634292922204,0.888984016091845,0.843569674555135,0.441180888419081,0.905350262733803,0.97825628661855,0.854093908779828,0.969257465126163,0.972824646045453,0.969927107144175,0.934322881112585,0.60692797798059
NSGAII_DASCMOP2_1_M2_D10_9.mat,0.590789369840973,0.523007925725886,0.530540045687996,0.56316555774748,0.42528677395026,0.355793679203414,0.448826465267377,0.456720770254178,0.52051615955083,0.902812653952013,0.751552535270123,0.98017970193481,0.728483802857885,0.993261036415678,0.428954108164717
NSGAII_DASCMOP2_2_M2_D10_9.mat,0.585054975945936,0.570553711365969,0.53314426128605,0.642374577586835,0.603939579394128,0.54241141928603,0.399102592062223,0.552638451145662,0.637709554999223,0.910964389264209,0.788175270442392,0.985869484684326,0.7217757187082,0.992980905840543,0.499278189390917
NSGAII_DASCMOP2_3_M2_D10_9.mat,0.583563725729218,0.535627862158727,0.550468384516494,0.678167011474786,0.542411053639813,0.556786561045798,0.445735478103354,0.636395995983942,0.576156717537695,0.907448612436406,0.736590639131936,0.98569974856377,0.68034299431441,0.993546098319496,0.60441132769604
NSGAII_DASCMOP2_4_M2_D10_9.mat,0.491229572866715,0.498965835975224,0.535899810619608,0.581706912751771,0.510592386380669,0.563859337812812,0.350103137331846,0.563140420100653,0.533239313263707,0.9068670800473,0.703845325669166,0.984279723251115,0.651169774268021,0.991344921555649,0.497993784603978
NSGAII_DASCMOP2_5_M2_D10_9.mat,0.539605593019711,0.564922646051223,0.482573845492988,0.531115532938082,0.603004762069037,0.497438145949053,0.314422416760542,0.538934362925453,0.492001425744775,0.912196723607083,0.690892804417061,0.990042333075329,0.694027232885492,0.993859805661153,0.58199951502759
NSGAII_DASCMOP2_6_M2_D10_9.mat,0.225891391986238,0.190909664774109,0.51615357877561,0.17490032063399,0.139012519341812,0.109175335365423,0.596816766043305,0.116191408547857,0.243242820184209,0.906274187341597,0.443941501777108,0.680250682963569,0.482744864264675,0.996689366307695,0.438541308683894
NSGAII_DASCMOP2_7_M2_D10_9.mat,0.250457356450096,0.268156739959168,0.534650649043045,0.25947835877672,0.199556192224405,0.251893959466529,0.574129892640665,0.296741443196595,0.338544854390956,0.88935126580941,0.506718095944513,0.930842886880422,0.594588838525337,0.96446575556739,0.48365332119507
NSGAII_DASCMOP2_8_M2_D10_9.mat,0.247603873426891,0.235822164876602,0.521455458031856,0.294547110307647,0.263408059551881,0.226558145940366,0.511455818026559,0.204696548456204,0.298478265051755,0.876230490368921,0.489996814671752,0.928024787018731,0.523879254753095,0.960874173645064,0.484487283511727
NSGAII_DASCMOP2_9_M2_D10_9.mat,0.284269102485557,0.22619754839907,0.489094608781735,0.296393830175783,0.265728623829341,0.214759897050716,0.521492105079666,0.233499584539058,0.257215425865172,0.879433687847867,0.480797038899382,0.920546392258158,0.523534002072877,0.961540538790706,0.413921780934067
NSGAII_DASCMOP3_10_M2_D10_9.mat,0.711357846545758,0.707461888496541,0.648539844316657,0.725226461706856,0.558770823031743,0.582870471667291,0.589841261102027,0.632814790074163,0.740023531696219,0.913883765071845,0.772605053330415,0.968713881767495,0.78288511840737,0.99404412266522,0.648071784336451
