Instances,Source,feature_corr_cf,feature_f_mdl_r2,feature_dist_c_corr,feature_min_cv,feature_bhv_avg_rws,feature_skew_rnge,feature_piz_ob_min,feature_ps_dist_iqr_mean,feature_dist_c_dist_x_avg_rws,feature_cpo_upo_n,feature_cv_range_coeff,feature_corr_obj,feature_dist_f_dist_x_avg_rws,feature_cv_mdl_r2,algo_NSGAII,algo_ECNSGAII,algo_PECNSGAII,algo_SRNSGAII,algo_DCMOEAD,algo_ECMOEAD,algo_PECMOEAD,algo_SRCMOEAD,algo_ANSGAIII,algo_CTAEA,algo_CMOEA_MS,algo_ToP,algo_CCMO,algo_PPS,algo_MOEADDAE
DASCMOP2_13_d2,DASCMOP2,-1.15569982194307,1.29293813366732,1.17049596876115,1.48206890825812,1.6501879286874,0.819299845654415,-1.26879601310385,-1.17607529033866,-0.401794674622849,-1.3306314281265,-0.514230719836375,-1.26584525406192,-1.1064997522656,0.89898279474447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_14_d2,DASCMOP2,-1.15693238238079,1.29293813366732,1.0831092506874,1.46983072675404,1.64939421761701,0.819299845654415,-1.26813556868477,-1.17607529033866,-0.397864382168587,-1.3306314281265,-0.5091775235692,-1.26584525406192,-1.1064997522656,0.905309354193201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_15_d2,DASCMOP2,-1.16937379173661,1.29293813366732,1.07162321961392,1.45237632181693,1.64891364623581,0.819299845654415,-1.26780540072573,-1.17607529033866,-0.398919746224329,-1.3306314281265,-0.492762938861137,-1.26584525406192,-1.1064997522656,0.922508860182271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_1_d2,DASCMOP2,-0.501064680316582,1.29293813366732,0.242229876238643,0.473327185301889,1.65635237483793,0.819299845654415,-1.12472188869172,-1.13140243003935,-0.176051789681977,-1.32963436167085,-0.871492909433789,-1.26584525406192,-1.1064997522656,-0.225090228375705,0.88422492819893,0.849921598557027,0.890581602408093,0.871780602088825,0.890325532507041,0.855429620105154,0.589799947639509,0.885610085179637,0.886300419029195,0.853297155329791,0.873632768322655,0.90111350338461,0.927023713957592,0.932903283282557,0.865335247135688
DASCMOP2_2_d2,DASCMOP2,-0.543549917111007,1.29293813366732,0.18881342772977,0.439093901065742,1.653448843484,0.819299845654415,-1.13101889080926,-1.15614729376999,-0.116876185486749,-1.33011607117794,-0.948513654131899,-1.26584525406192,-1.1064997522656,-0.436977453983163,0.981188224871989,0.98035574079575,0.889995949915591,0.982787843343925,0.941897759445033,0.971403690587422,0.628512413101258,0.989543650390833,0.982073624386203,0.86059642658629,0.98852215153936,0.986877019854269,0.980050342267202,0.984635169476972,0.892952038738844
DASCMOP2_3_d2,DASCMOP2,-0.555002899916891,1.29293813366732,0.11499311167322,0.442083696383014,1.6528715253532,0.819299845654415,-1.15729886309471,-1.15172508446878,-0.100136043410048,-1.33012723869119,-0.896531746818861,-1.26584525406192,-1.1064997522656,-0.531853592611875,0.956153031771283,0.947274282695451,0.908068538594609,0.952636240032534,0.929757805545588,0.881712779077099,0.651651680756313,0.966877382634697,0.958321488558021,0.868279488563314,0.962535395729186,0.989491554011726,0.964949924068632,0.986680469405259,0.884079492449139
DASCMOP2_4_d2,DASCMOP2,-0.55596661614207,1.29293813366732,0.046244384264705,0.45059301994266,1.65205991325071,0.819299845654415,-1.12503641248058,-0.96999109593121,-0.094665516772103,-1.32855447273245,-0.877544352675713,-1.26584525406192,-1.1064997522656,-0.528837205618847,0.946151460933475,0.977473381900783,0.892374922668648,0.977919352911351,0.919461381911216,0.919362753544908,0.64469332223711,0.978531039785086,0.968133175630201,0.879995097102124,0.969118002714157,0.984500450175886,0.979198707339865,0.982667693976763,0.8992528800805
DASCMOP2_5_d2,DASCMOP2,-0.569865181529756,1.29293813366732,0.095724320670403,0.415847745908551,1.65132520184755,0.819299845654415,-1.14333765351648,-0.982231801455897,-0.09555143169951,-1.32854331278677,-0.827575780847378,-1.26584525406192,-1.1064997522656,-0.503343415380104,0.944395554147157,0.950447689699824,0.901200833563706,0.962611945752627,0.941129399811574,0.909908293586044,0.590947242879891,0.945786552040444,0.952194420809038,0.855586552538403,0.957658044624546,0.990862663494017,0.972485408819904,0.984404552541228,0.892173666285778
DASCMOP2_6_d2,DASCMOP2,-0.255524454662798,1.29293813366732,-0.256986033411311,-0.606700700489258,1.6602599895311,0.819299845654415,-0.642809210990247,0.61565705503087,0.080790756468488,-1.24663135047414,-0.282500533334698,-1.26584525406192,-1.1064997522656,-0.501682616418784,0.927507949721797,0.815296324125659,0.816486090439708,0.933092415672342,0.867715120474955,0.90364468296136,0.578423887111539,0.935162377085429,0.81278263666536,0.783742610213391,0.793515429022597,0.950246652440005,0.907658446886971,0.898324545011794,0.916656934481966
DASCMOP2_7_d2,DASCMOP2,-0.301793702018255,1.29293813366732,-0.385486050869314,-0.606700700489258,1.65770932612368,0.819299845654415,-0.584251071821642,0.497547004086554,0.15335813830113,-1.23374280578844,-0.551165872326688,-1.26584525406192,-1.1064997522656,-0.789440541937405,0.847866820685783,0.864379211116624,0.696899813294092,0.855020276683452,0.866139554392277,0.858873162495219,0.50939991637644,0.894490432447115,0.760452193205221,0.72531873712673,0.800350521332168,0.848449575378506,0.821137839020447,0.806125309067317,0.881717070136121
DASCMOP2_8_d2,DASCMOP2,-0.305381035750854,1.29293813366732,-0.457284858300816,-0.606700700489258,1.65701469438233,0.819299845654415,-0.586043550887887,0.383915361143822,0.171505599352119,-1.23723005500305,-0.692507819244186,-1.26584525406192,-1.1064997522656,-0.88072045244762,0.853799469176102,0.856451923041043,0.639677033847468,0.852701314347491,0.954651842716212,0.942256147951169,0.357761811408674,0.940603926188692,0.76234469907142,0.610457863661138,0.758805356253717,0.78162819338048,0.804493368879214,0.809403760665808,0.858379447455019
DASCMOP2_9_d2,DASCMOP2,-0.306380770795271,1.29293813366732,-0.496820513588215,-0.606700700489258,1.6566243465978,0.819299845654415,-0.56411482096847,0.483145917935732,0.178710959867926,-1.23660359162741,-0.727202415813501,-1.26584525406192,-1.1064997522656,-0.891099769211825,0.876297628033428,0.862258988283034,0.708937642335924,0.904121559522546,0.925071661924645,0.955946240747691,0.451367658214457,0.974763223677054,0.795873933968536,0.694952500726335,0.837043163553945,0.842146927800528,0.845533825179808,0.768617108723608,0.904079755171912
DASCMOP3_10_d2,DASCMOP3,-0.311329527033123,-0.491195322017786,0.080752604330299,0.342169427234471,1.47351150432133,-0.20156735148267,-1.21252306254362,-1.16182034687571,-0.105603246271911,-1.24254175218127,-0.888972529800731,-0.879341111758676,-0.499844052847392,-0.463761730384884,0.820268252109903,0.764841867792494,0.801809319298696,0.754799330825141,0.670664321072242,0.657734512727833,0.389489625913742,0.726173766745131,0.82485505476677,0.844004213092843,0.761948576432924,0.986848078276496,0.982727746279376,0.877034674638223,0.777247098512303
DASCMOP3_11_d2,DASCMOP3,-0.355797060371923,-0.491195322017786,0.163293545448876,0.574601954413175,1.50446383490958,-0.20156735148267,-1.14112272983244,-1.10416698690519,-0.171399112313251,-1.23623366045645,-0.718733890245782,-0.879341111758676,-0.499844052847392,-0.204152819767938,0.87740236834342,0.840436734836024,0.696350222412363,0.903602348926578,0.768002068307638,0.773232848946009,0.384332320623215,0.915637230567416,0.947395865162779,0.872534487834161,0.849518646987808,0.924202216633022,0.963651312170404,0.910327983891471,0.798567189103942
DASCMOP3_12_d2,DASCMOP3,-0.161092938032112,-0.491195322017786,-0.008787611340221,0.60519438967775,1.48133711359614,-0.20156735148267,-1.16334833804434,-1.11541926344186,-0.151230532240327,-1.23942590358308,-0.874825616437364,-0.879341111758676,-0.499844052847392,-0.359757404459023,0.950795881215338,0.934687667121334,0.850996851224654,0.940660922297142,0.875996466337379,0.866134513511614,0.634130550798886,0.906361871105004,0.944348421512009,0.927404558859993,0.889707158962562,0.979683717187425,0.961262966610349,0.966434486209898,0.916380591869656
DASCMOP3_13_d2,DASCMOP3,-0.185616760092647,-0.491195322017786,-0.082749032914214,0.543723864279605,1.47993726286439,-0.20156735148267,-1.17964862775328,-1.1400807635912,-0.138242334925396,-1.24232645398932,-0.918469579337333,-0.879341111758676,-0.499844052847392,-0.476145227422657,0.843267194946879,0.857284269094462,0.745415543327751,0.765755102463207,0.785234531323467,0.776861773848935,0.409424211816417,0.820470639824114,0.835126454226255,0.850459895062877,0.804158404567367,0.918686351975262,0.909353122218507,0.901801145550723,0.791908330357649
DASCMOP3_14_d2,DASCMOP3,-0.129025169463337,-0.491195322017786,-0.116270433117753,0.558737192551487,1.48107334812097,-0.20156735148267,-1.11342185875171,-1.13469059743966,-0.130877861617304,-1.23934513274437,-0.933977760352948,-0.879341111758676,-0.499844052847392,-0.483901163042151,0.845853265091374,0.820859479170679,0.861599643371821,0.851942478459281,0.780765395320486,0.787943691046482,0.542196068837278,0.806701927089781,0.817281340758101,0.885896022835991,0.838963747654019,0.904201792460999,0.941220092083824,0.851462391654595,0.772116057356933
DASCMOP3_15_d2,DASCMOP3,-0.122464663818704,-0.491195322017786,-0.003967894956623,0.557431307531411,1.48137260959816,-0.20156735148267,-1.17516498981291,-1.15113151733981,-0.129177096163128,-1.24243808754476,-0.930726177579641,-0.879341111758676,-0.499844052847392,-0.473656210856908,0.71096320907498,0.750185691338688,0.858732283615389,0.741599042831799,0.665315140421758,0.63167197255291,0.377112029232666,0.754524587819675,0.760326203883219,0.906246180415731,0.70785415084163,0.879226858271997,0.977087580685035,0.889166957187741,0.747213211998618
DASCMOP3_1_d2,DASCMOP3,-0.727190406664498,-0.491195322017786,0.180378081460036,0.289969289971495,1.44626017986626,-0.20156735148267,-1.22714347499752,-1.08045551495267,-0.175463986857411,-1.23952943096809,-0.881911103077485,-0.879341111758676,-0.499844052847392,-0.207379049518919,0.954012244914508,0.966193961702136,0.740505227282708,0.96879539566192,0.910108710335376,0.914394790694357,0.33672083340229,0.937279276868446,0.960098516018697,0.775521438519649,0.953312559559817,0.988366920527271,0.969478132256706,0.976508129273797,0.89642809125231
DASCMOP3_2_d2,DASCMOP3,-0.475785653302444,-0.491195322017786,0.109646373300571,0.278271031158103,1.41519134799107,-0.20156735148267,-1.22975020350794,-1.07263286165488,-0.116660350565096,-1.23633704247944,-0.942534268893539,-0.879341111758676,-0.499844052847392,-0.415564515601614,0.987014246436136,0.98673313826944,0.741441601639048,0.991043174942673,0.977179254731448,0.980859935029645,0.418090612200525,0.983197563576892,0.983003499418777,0.80548081920381,0.992154244296411,0.985703959500537,0.987433889717184,0.979200435569704,0.931062323585276
DASCMOP3_3_d2,DASCMOP3,-0.501455694226002,-0.491195322017786,0.103908451051943,0.244829087441625,1.41943215021108,-0.20156735148267,-1.24150876393675,-1.08045551495267,-0.099751996397291,-1.23952943096809,-0.882921037671576,-0.879341111758676,-0.499844052847392,-0.51102728122206,0.971302688052764,0.96620287335562,0.802285292976074,0.971670868521183,0.888933524738814,0.886642555205329,0.495989099404427,0.938411902061981,0.960033162403089,0.83637175392743,0.946278607860414,0.972627349403527,0.982269101202878,0.926151342037994,0.870196256425609
DASCMOP3_4_d2,DASCMOP3,-0.439746202543381,-0.491195322017786,0.104686158752211,0.285730628876816,1.41975561931644,-0.20156735148267,-1.2070184976109,-1.13161361704125,-0.094267551506889,-1.23615300302528,-0.866162106431269,-0.879341111758676,-0.499844052847392,-0.508017987088218,0.939419641972655,0.927425690237107,0.747942245722373,0.947018633896032,0.786701544544052,0.814520349939821,0.315926060716147,0.840314781034458,0.943016171692015,0.787632852321117,0.900097891408882,0.964458496891324,0.974679873241671,0.928764450405623,0.818843765489076
DASCMOP3_5_d2,DASCMOP3,-0.430751593398479,-0.491195322017786,0.126421976627782,0.243217130968303,1.42098027473025,-0.20156735148267,-1.22942423764145,-1.12486739922339,-0.095164130152015,-1.23934513274437,-0.814775067090598,-0.879341111758676,-0.499844052847392,-0.479150417126431,0.894626373979123,0.885749109090375,0.836477842802247,0.876074755870054,0.786096007285805,0.801009672541724,0.570399995802861,0.858871069716535,0.930333673939493,0.836693029698442,0.934300402929169,0.986331326081369,0.987404208844975,0.939974923064429,0.842858048136516
DASCMOP3_6_d2,DASCMOP3,-0.590353163096847,-0.491195322017786,0.148617624223666,0.359454648432425,1.49294773434676,-0.20156735148267,-1.19378480684834,-1.08045551495267,-0.176258003644981,-1.23952943096809,-0.81255609047897,-0.879341111758676,-0.499844052847392,-0.170392431122162,0.984062338470709,0.995050328848352,0.79720078290275,0.985331891621483,0.924326602711738,0.955386026339222,0.462623387186793,0.96017547465248,0.981314201521554,0.876951006178315,0.981408782594273,0.994588755484671,0.991486096890715,0.964138382898328,0.965445514228053
DASCMOP3_7_d2,DASCMOP3,-0.34926113309433,-0.491195322017786,0.00608046326065,0.356779758310607,1.46880726403568,-0.20156735148267,-1.20023285446119,-1.07263286165488,-0.130909913281891,-1.23633704247944,-0.96722792302202,-0.879341111758676,-0.499844052847392,-0.367585570442016,0.941982250121221,0.948131568821083,0.761590201797598,0.947617903634441,0.856961577279909,0.869874893568922,0.46868129676418,0.890070738623264,0.950614202863464,0.810651052234597,0.94132423067216,0.944632728072388,0.942048572900916,0.927666518439401,0.874795781003665
DASCMOP3_8_d2,DASCMOP3,-0.366885154263012,-0.491195322017786,0.046083743253847,0.290704475261426,1.47004617023021,-0.20156735148267,-1.22096163171446,-1.08045551495267,-0.113306893810868,-1.23952943096809,-0.96323781816882,-0.879341111758676,-0.499844052847392,-0.482161280582752,0.886598186981266,0.909411819978406,0.782025219508716,0.910829721090302,0.845586293278072,0.815077067644905,0.420868870442516,0.847223727916998,0.93075754930216,0.822236457222451,0.853847036100051,0.952835808349576,0.985128835073681,0.919501553905446,0.798803564611955
DASCMOP3_9_d2,DASCMOP3,-0.324466956913481,-0.491195322017786,0.071141704425229,0.355684472244724,1.47172263412788,-0.20156735148267,-1.15539110931803,-1.1568757731085,-0.106007887429544,-1.23934513274437,-0.939182017033315,-0.879341111758676,-0.499844052847392,-0.485909864760992,0.919615494744038,0.869996935919433,0.808986473868075,0.891649797737577,0.719046770228114,0.746869070154385,0.407324729431909,0.827456238431925,0.902412113237332,0.838348552077769,0.893151351089529,0.975952573728546,0.986318727110218,0.909897518976943,0.768109520937449
DASCMOP4_10_d2,DASCMOP4,0.832009793399802,-1.1822200598139,-0.533088331772323,-0.606700700489258,-0.214050257288328,-1.20879091155977,0.381438087198104,0.027924471982752,0.376085741188528,0.561121941476969,-0.885953526353208,1.13057224691328,0.674225495861373,-0.946928427483402,0.997623729029249,0.997745342150498,0.850587634131305,0.996457792290794,0.992559869681939,0.993714543295745,0.857724167206968,0.996853750886957,0.995968692914548,0.849188118460631,0.997308453618826,0.956376422266746,0.994722249188351,0.706805024330647,0.963083962616181
DASCMOP4_11_d2,DASCMOP4,0.775744574015809,-1.1822200598139,-0.310163698483541,-0.606700700489258,-0.258587488506876,-1.20879091155977,-0.235855242129936,0.010067714677755,0.311202008208562,-0.0940000493995,-0.708061199561587,1.13057224691328,0.674225495861373,-0.841409401368577,0.998662033096212,0.999016222321416,0.899820495941168,0.998899984871965,0.997443138636239,0.996830285961657,0.913996137680775,0.998213610277217,0.998285376316409,0.926358039068623,0.99872094021249,0.936825776283529,0.997690705454266,0.728737869078036,0.984880691487927
DASCMOP4_12_d2,DASCMOP4,0.783598635975674,-1.1822200598139,-0.542476752081087,-0.606700700489258,-0.265774528705989,-1.20879091155977,-0.209554327216348,0.081108428757392,0.332005692540038,-0.041045789003149,-0.889831331868884,1.13057224691328,0.674225495861373,-0.915423833019073,0.998763169179813,0.990318395409825,0.89129769998872,0.981811505050428,0.997594302496197,0.997116230950938,0.878102438754003,0.998340649222975,0.989069346626567,0.924388395405017,0.998952782788268,0.948880925448405,0.996883530142325,0.6499694172929,0.985540986648184
DASCMOP4_13_d2,DASCMOP4,0.786217673519218,-1.1822200598139,-0.601084071284655,-0.606700700489258,-0.249964389920589,-1.20879091155977,-0.204808506417716,0.108511892953188,0.335499664627203,-0.075442329397916,-0.878264771507054,1.13057224691328,0.674225495861373,-0.931172967313203,0.997706979862942,0.998470943337497,0.876123954016772,0.990689065866645,0.996693754394801,0.996659884789058,0.860913341558335,0.997786323925799,0.997426119783543,0.87343218788334,0.990842106040746,0.926100164149317,0.99641298498205,0.713306978180087,0.98395221958887
