sup_avg,inf_avg,inc_avg,lnd_avg,uhv_ss_avg,nuhv_avg,uhvd_avg,hv_ss_avg,nhv_avg,hvd_avg,bhv_avg,length_avg
0.6646996951401882,0.3352781319108096,0.024412416851441243,0.02439024390243903,0.0047017788505640265,0.005240751110375558,0.000538972259811532,0.0,0.0,0.0,0.0,64.74
0.6638219870004929,0.33617801299950734,0.02439024390243903,0.02439024390243903,0.0041237041447443725,0.004589311203029054,0.00046560705828468154,,,,,63.83
0.6732992273833505,0.326648509921813,0.024442506597275676,0.02439024390243903,0.004083153298006529,0.004515275542755572,0.00043212224474904303,0.001949716601396651,0.0019613114114221952,1.1594810025544224e-05,0.0019613114114221952,65.15
0.6755283711580655,0.32447162884193453,0.02439024390243903,0.02439024390243903,0.004828187830808014,0.005466147343997421,0.0006379595131894074,0.0,0.0,0.0,0.0,65.26
0.668007855609098,0.331933775794703,0.024448612498638098,0.02439024390243903,0.004645815235184097,0.005269998954870462,0.0006241837196863638,0.004403973394610907,0.004445383569231085,4.14101746201781e-05,0.004445383569231085,64.95
0.6709186119987491,0.32907291237519537,0.024398719528494404,0.02439024390243903,0.005228820345579258,0.005930472693337185,0.0007016523477579275,,,,,64.23
0.6748885096620271,0.32507889757566294,0.024422836664749027,0.02439024390243903,0.00474707838315074,0.005380293124048604,0.0006332147408978625,0.0071517794152902445,0.007723864016173347,0.0005720846008831024,0.007723864016173347,62.26
0.6710573105180747,0.32891063378263996,0.024422299601724293,0.02439024390243903,0.004630557302272255,0.005273909107108316,0.0006433518048360619,0.004719143460150982,0.004721447799821813,2.3043396708321076e-06,0.004721447799821813,63.13
0.6705641437857982,0.3294340628139148,0.02439203730272597,0.02439024390243903,0.004923097243148747,0.005580669915084201,0.0006575726719354544,,,,,62.94
0.6620327763564663,0.33794749687321646,0.024409970672756316,0.024390243902439025,0.0043343980752198925,0.004853018275837539,0.0005186202006176473,0.00536815570133294,0.005444801585514189,7.664588418124924e-05,0.005444801585514189,68.4
