scr,fsr,corr_obj_min,corr_obj_max,corr_obj_range,skew_avg,skew_min,skew_max,skew_rnge,kurt_avg,kurt_min,kurt_max,kurt_rnge,mean_uc_rk,std_uc_rk,min_uc_rk,max_uc_rk,skew_uc_rk,kurt_uc_rk,mean_cv,std_cv,min_cv,max_cv,skew_cv,kurt_cv,piz_ob_min,piz_ob_max,piz_ob_f,PFd,PFCV,PS_dist_max,PS_dist_mean,PS_dist_iqr,PF_dist_max,PF_dist_mean,PF_dist_iqr,hv_est,uhv_est,hv_uhv_n,GD_cpo_upo,upo_n,po_n,cpo_upo_n,cover_cpo_upo_n,dist_c_corr,corr_obj_cv_min,corr_obj_cv_max,corr_obj_uc_rk_min,corr_obj_uc_rk_max,corr_cv_ranks,rk_uc_mdl_r2,rk_uc_range_coeff,cv_mdl_r2,cv_range_coeff,H_max,eps_s,m0,eps05
0.0,0.016,-0.7313903906480026,0.626678257974005,-1.3580686486220075,-2.4108162238230895,-5.614768903355825,0.682037432145288,6.296806335501112,17.668827565840953,-0.20714906365938424,54.38573436830515,54.59288343196454,6.82168,3.9348445938308667,1,20,0.5715585060058815,-0.33246400782128704,0.00019286589584446436,0.00958789607200684,0.0,1.054490252876934,106.8832883278843,11702.714855587703,8e-05,0.41944,0.10746,0.1012240439233092,0.00022653730258266304,2.1034898005435108,1.5181108706816246,0.29381547893319215,0.42271263835778905,0.20092632733212484,0.15035208821043874,0.02464493425901727,0.08719975937141936,0.2826261727861477,0.02969922813457546,0.0568,0.00216,0.038028169014084505,0.011267605633802818,0.0,-0.26858485864100734,0.3527234096534713,0.0,0.5392378117137844,0.8710377725847909,0.40924160235186924,-4.114832983527902,-3.7169612638665583e-05,5.227938425376237,0.7969358321193657,0.4454454454454452,0.647703632581213,-1.7367367367367363
0.0,0.016,-0.7338974589817439,0.6368416241379946,-1.3707390831197386,-2.190442433825726,-4.624791403360422,0.6805223692812178,5.3053137726416395,13.03952912152039,-0.25196541739042955,35.533401432527526,35.785366849917956,6.63016,3.8658839059651027,1,21,0.6081049783210682,-0.24152299789169795,0.00012494923065220197,0.002164901471106461,0.0,0.17027747482865002,61.80461446752911,4373.953714747487,8e-05,0.47264,0.1354,0.09955333665069471,0.00016619931819838337,2.313312328160668,1.6362224058357067,0.32358117924026164,0.6391589373587226,0.1987045691775843,0.13146981886478082,0.023338887402829966,0.07963557137513962,0.29307113642579863,0.03362839291870018,0.058,0.00344,0.05931034482758621,0.012413793103448275,0.0,-0.2792214000837014,0.36572382120441493,0.0,0.555173161003144,0.8620904912624759,0.41946165642954425,-3.7466328016789823,0.0018551102051787005,0.6874090258128853,0.798035480735262,0.4654654654654652,0.6559449511921908,-1.7567567567567566
0.0,0.01472,-0.7272999964545281,0.630965447388707,-1.358265443843235,-2.320352954963283,-5.179361215723655,0.6906728848825479,5.870034100606203,15.081698080526454,-0.1957747548815778,42.793389671796675,42.98916442667825,6.6252,3.8233499656714662,1,20,0.6064699801452864,-0.23425553018071676,0.0001599511108533531,0.0031263732920144157,0.0,0.19028055871556954,48.48499327010225,2634.036832591367,0.00024,0.488,0.11066,0.09595235859234168,0.00015898637180047963,2.358613361464018,1.567812918401057,0.30979172290578494,0.6439522098468459,0.23279826548075822,0.17083297745895565,0.022907162029584174,0.08513780619128486,0.2690598108449859,0.039544795047655304,0.05872,0.0032,0.05449591280653951,0.014986376021798364,0.04820102774919265,-0.2783614942217386,0.3708337981620794,0.0,0.5587999346920017,0.8713462602976213,0.413299669248839,-3.7157983818155764,0.0014838070184858276,0.19542823920236363,0.797130875818308,0.4454454454454452,0.6568250920147224,-1.7367367367367363
0.0,0.0176,-0.7330780563125637,0.6391743833690522,-1.372252439681616,-2.377281887272683,-5.545200076194989,0.6874560945087844,6.232656170703773,15.99291029066313,-0.19528395772684526,47.7615169063755,47.95680086410234,6.47608,3.740522401162704,1,19,0.570081047323225,-0.34988304419671357,0.0001897181124956148,0.00911613496826899,0.0,0.9971320919538457,105.20113168946682,11448.477254378471,0.00032,0.45368,0.11442,0.09780313298905935,0.00013466723984650956,2.159322144159323,1.5389674975125085,0.274648375423866,0.6614637474247936,0.20264324697414968,0.1365977000121173,0.02709142863568639,0.08355687318168326,0.3242274106736821,0.041245991805884355,0.06088,0.00376,0.06176084099868594,0.006570302233902759,0.041166311053753374,-0.28717560776174966,0.3657310376796491,0.0,0.5348601807074443,0.866268425266137,0.40330705202079153,-4.4279398985562155,0.00035499257570958953,6.2108483332871804,0.7975574293738216,0.3053053053053052,0.6513842214754361,-1.7367367367367363
0.0,0.01616,-0.7276818461061239,0.6374447067955502,-1.365126552901674,-2.352547353977803,-5.266063746751559,0.6849040188046086,5.950967765556168,15.737540525873133,-0.21800158571013029,45.11418935960349,45.33219094531363,6.53616,3.810434680505624,1,20,0.5961197335812071,-0.2979134183078247,0.0001164902771300181,0.001546058614735724,0.0,0.08381347518566078,38.68837358068243,1768.1415543573469,0.00016,0.47568,0.11368,0.09644099474938209,0.00018106346663634984,2.446677707323442,1.6330398124339929,0.3370841053808511,0.6091451381329404,0.23172955116517127,0.14171733689834887,0.02423064856689011,0.08277033748626775,0.2927455571980743,0.036487612071646046,0.0616,0.00272,0.04415584415584416,0.00909090909090909,0.02717838086282761,-0.2733448596760209,0.36351513020217774,0.0,0.546850179713005,0.8668039657279554,0.397265910366709,-4.21259658521941,0.0011798866523798912,-0.13404391896345547,0.8052483101837404,0.34534534534534517,0.6489838374139862,-1.7367367367367363
0.0,0.01632,-0.7324282354479887,0.638311405491657,-1.3707396409396457,-2.7579163929209276,-7.11825834847062,0.6984908226249376,7.816749171095558,30.010408592649284,-0.17811319311362261,104.6647404305377,104.84285362365132,6.60864,3.728028614482459,1,20,0.5264100092881542,-0.37255139327575515,0.00014547486572333892,0.004335957964797457,0.0,0.3476933479252586,73.21395119153769,5596.30295708845,8e-05,0.46672,0.1098,0.10480451494409206,0.00017120563479694004,2.2835576977696683,1.5472707736499403,0.30757947847861766,0.6301626114272938,0.19147060200374785,0.13446100875062222,0.02558296520098222,0.0856530691484577,0.2986812434781606,0.0344302077393447,0.05696,0.00384,0.06741573033707865,0.012640449438202247,0.022433069534899847,-0.2642919728707845,0.36896658765696067,0.0,0.5512594974987831,0.8729198734684683,0.41636113922658435,-4.293698299062652,-6.231176794124771e-05,-0.7083889043710827,0.7968758486322943,0.34534534534534517,0.6486637862057929,-1.7367367367367363
0.0,0.01408,-0.737995455293923,0.6353692615854674,-1.3733647168793903,-2.4413455508969006,-5.6800308793054874,0.7019484480209519,6.381979327326439,17.46858269361788,-0.16758163732472386,52.56938976417909,52.736971401503816,6.51224,3.687048980200833,1,20,0.6167607340010971,-0.11679190330686895,0.00011174334575150771,0.002224901159884085,0.0,0.22547258777565868,85.76463362696212,8466.142812138469,0.00032,0.42808,0.11256,0.10185152273989675,0.000162803566577334,2.2610472854001293,1.6148416484346575,0.35839437965296894,0.5877900386569123,0.2314840307939635,0.19657083778947457,0.024541152050215096,0.08786804757781079,0.2792955201204726,0.04125083205450932,0.05624,0.00352,0.06258890469416785,0.01422475106685633,0.05363322687962266,-0.2854582030673241,0.3542179523226619,0.0,0.5518039246352683,0.8680956647811019,0.41039072936615517,-3.836059606231589,0.00021840173313092404,-0.035342669448728437,0.8020424238773521,0.32532532532532515,0.6520243238918227,-1.7367367367367363
0.0,0.0136,-0.7317188218626486,0.6425426714622893,-1.374261493324938,-2.4701861746777873,-5.877179303868343,0.6780430692034422,6.555222373071785,18.665803166084714,-0.19519502126256816,58.582382782713694,58.777577803976264,6.81056,3.894646644613603,1,20,0.5408961127596466,-0.31635238229141294,0.00010910090177475102,0.0013761083765960471,0.0,0.08537245983562512,45.086692122866616,2484.0278150627923,0.00024,0.48904,0.10614,0.10208212041854674,0.00011153378927033879,2.1967508143317627,1.563038324726267,0.31568613660108324,0.48110790841826756,0.19217104639534724,0.13916650084734544,0.022209718335318478,0.08308644239458418,0.2673085727975058,0.03824659453893927,0.0584,0.00352,0.06027397260273973,0.00410958904109589,0.06133231507675486,-0.27648173243046964,0.3610780599340493,0.0,0.5240759344262204,0.8743360076304876,0.38410110350818294,-3.92186663712489,0.0005588509456824209,-1.6933636493658821,0.7986114547921951,0.40540540540540526,0.6471435429668747,-1.7367367367367363
0.0,0.0148,-0.7282421691468941,0.6379764982920737,-1.3662186674389678,-2.3383743229785043,-5.41663092285874,0.6848664119969169,6.101497334855657,17.6332438447391,-0.217649793747837,55.45033336661051,55.66798316035835,6.6748,3.947404838624992,1,20,0.6305126457211623,-0.26767639877843497,0.00016453910629907542,0.003248650088412238,0.0,0.20956950449590075,49.24609064114675,2734.3344214620565,8e-05,0.46656,0.11228,0.10110347196543698,0.0002768658961435759,2.294629999878801,1.6103201296154186,0.3001473555344585,0.5347095408909058,0.18458889723738942,0.1157440726501868,0.025921106313591034,0.08391294691200504,0.30890473124216566,0.03919386755405859,0.06088,0.00376,0.06176084099868594,0.00788436268068331,0.028495870186969724,-0.2737999063845539,0.36923688744744787,0.0,0.5546972135244338,0.8585954125183584,0.4193070837367263,-4.292535586181152,0.0009354570539445994,-1.8849465173336581,0.8042094489293854,0.4454454454454452,0.6431429028644583,-1.7567567567567566
0.0,0.01568,-0.7298860634990469,0.6373529698892351,-1.367239033388282,-2.3582069169653392,-5.518926982702441,0.6955610306932306,6.2144880133956715,16.31442449058723,-0.1768142654611089,50.06023465902743,50.23704892448854,6.52472,3.7100227656444376,1,19,0.5618099434576672,-0.3448845482365348,0.0001763613651905154,0.006665100757672092,0.0,0.6339674776832651,83.20838925997653,7343.185091198923,0.0004,0.4628,0.11254,0.10015449804520583,0.004827645481739664,2.2461400366202366,1.612637129418325,0.344545816498528,0.6024612524466245,0.19770315064102006,0.12758676456974802,0.03329598709435852,0.08235604512886001,0.4042931765635576,0.036135842221723315,0.05712,0.00392,0.06862745098039216,0.008403361344537815,0.03147889155479,-0.2841554757683832,0.3589722885013951,0.0,0.5315803974942224,0.8731263952022303,0.3910450994418806,-4.1069663790449535,-5.965936117235948e-05,2.757787828887259,0.7995303534439148,0.34534534534534517,0.6465834533525364,-1.7367367367367363
