sup_avg,inf_avg,inc_avg,lnd_avg,uhv_ss_avg,nuhv_avg,uhvd_avg,hv_ss_avg,nhv_avg,hvd_avg,bhv_avg,length_avg
0.704142677345261,0.2956980885907432,0.047778281683043586,0.04761904761904761,0.6631254646538152,0.7537924170481693,0.09066695239435427,0.466990333075318,0.4729333251326786,0.005942992057360622,0.5091656886868056,22.32
0.6950206470276571,0.30479166508845684,0.047806735502933656,0.04761904761904761,0.6558611258109772,0.7469106921492377,0.09104956633826053,0.6121480688604941,0.6163760206546774,0.004227951794183363,0.6867563722313015,22.69
0.6999886551206123,0.2997637927609543,0.04786659973748092,0.04761904761904761,0.6573285916888563,0.7477497541516724,0.09042116246281624,0.5580514469073556,0.5641719418773138,0.006120494969958199,0.6121276489307717,22.88
0.7110485288058225,0.28871572245462906,0.047854796358596144,0.04761904761904761,0.6700574962978255,0.7596043470949868,0.08954685079716108,0.5819269243482952,0.586383330435014,0.0044564060867188,0.651422287871554,20.93
0.6982508966823889,0.30160752169786864,0.04776062923879015,0.04761904761904761,0.6581874678072331,0.7507008697920421,0.09251340198480892,0.5571192743481052,0.5596862187842262,0.0025669444361210102,0.6354535406587164,21.62
0.7020242416073568,0.2977672430909218,0.04782756292076909,0.04761904761904761,0.6614739555769893,0.7494452547708761,0.08797129919388709,0.5852911511665202,0.5912810227949784,0.005989871628458363,0.6475436609796615,22.91
0.7011551995325941,0.29856866946513627,0.04789517862131734,0.04761904761904761,0.6661389270274668,0.7585438503800281,0.09240492335256129,0.5527518288529933,0.5607130204167974,0.007961191563804182,0.6132198243862436,22.91
0.7061514010299149,0.29370255209439144,0.04776509449474119,0.04761904761904761,0.669404693137953,0.7588101488567416,0.08940545571878836,0.569538854018641,0.5761563278652863,0.0066174738466452075,0.6258068933437045,22.52
0.6990838596506695,0.3006997533740354,0.047835434594342724,0.04761904761904761,0.659955808125563,0.7498077935043105,0.08985198537874746,0.5190137923897481,0.5221081896705563,0.0030943972808081584,0.5691532169644081,22.47
0.7008747973274316,0.2988930334216021,0.047851216870013855,0.04761904761904761,0.6567706107092961,0.7475462477255589,0.09077563701626282,0.5033602486390177,0.5086151686764236,0.005254920037406016,0.5590373427651107,22.01
0.710297498818944,0.2893532497513985,0.047968299048705275,0.04761904761904761,0.6772435918629287,0.7684018419134834,0.09115825005055463,0.5857349986178231,0.5932258278545327,0.007490829236709681,0.6440752288366138,22.12
0.7109924749627567,0.2888166869426053,0.04780988571368549,0.04761904761904761,0.6763642222053582,0.7659242833929794,0.089560061187621,0.6146225418878128,0.6183066261590096,0.0036840842711968196,0.7015738225436229,21.9
0.7027634579329104,0.29700958857159376,0.04784600111454331,0.04761904761904761,0.6662999867402479,0.7564206557428621,0.09012066900261421,0.4782587933699892,0.48334157263257743,0.005082779262588176,0.51797421714973,22.02
0.701915530054536,0.2977007051652707,0.04800281239924097,0.04761904761904761,0.6652803098403737,0.7550189530523777,0.08973864321200381,0.5609419045508982,0.5661779603684272,0.00523605581752895,0.6112797639598219,23.06
0.7041657185799686,0.2956072836167102,0.047846045422368866,0.04761904761904761,0.6687466700341165,0.7585585093370238,0.08981183930290738,0.6454567537300059,0.6519672061745478,0.006510452444542153,0.7179278942361971,22.21
0.7032271408690448,0.29642453122213164,0.04796737552787109,0.04761904761904761,0.6635290139381819,0.751956154480649,0.08842714054246702,0.6108178625310163,0.6177210773729795,0.0069032148419632434,0.675475644759326,22.86
0.6990891268862558,0.30081133054645987,0.047718590186332115,0.04761904761904761,0.6518947721693021,0.740635641423409,0.0887408692541067,0.4704627615050335,0.4724101833356515,0.0019474218306179713,0.5286152636764542,22.53
0.7000465928210358,0.2997529784775914,0.04781947632042058,0.04761904761904761,0.6708639982699397,0.7606176772928569,0.08975367902291717,0.5670309717539196,0.571137232431618,0.004106260677698356,0.6304814493240805,22.65
0.6989634650228025,0.30085849865878855,0.0477970839374566,0.04761904761904761,0.6601538630282121,0.7523925063196422,0.09223864329142999,0.581613740750619,0.5870975095363634,0.0054837687857444365,0.6560249889488172,21.94
0.7093685589890404,0.2903873673223981,0.04786312130760889,0.04761904761904761,0.6812233232125942,0.7735325667951111,0.09230924358251684,0.6146704102614539,0.6218263724286569,0.007155962167203168,0.6821491999334245,22.2
0.706199682279778,0.2935878062553813,0.047831559083888274,0.04761904761904761,0.6727504195996781,0.7655702742783173,0.09281985467863903,0.39330589906044183,0.3973476715365966,0.004041772476154886,0.44130712235810293,21.05
0.7077757115016483,0.29191565097971905,0.04792768513768023,0.04761904761904761,0.6749259921893699,0.7662005974624495,0.09127460527307944,0.5685193016061916,0.5733822678992313,0.004862966293039656,0.6294362333918103,21.14
0.6998390022405913,0.30002253504123577,0.04775751033722048,0.047619047619047616,0.6588215190934547,0.7526322942534996,0.09381077516004513,0.6281015151132896,0.6322089372808076,0.004107422167518102,0.7064918769716537,22.56
0.6954226832301117,0.30442656183882205,0.04776980255011401,0.04761904761904761,0.6563036956634346,0.7489872886614759,0.09268359299804135,0.5600269414894814,0.5661862472009793,0.0061593057114977525,0.6201735081840896,22.37
0.7046921254286451,0.2951636752249495,0.047763246965452845,0.04761904761904761,0.6654432967619922,0.7565999060700169,0.0911566093080249,0.4673420314669701,0.4707691800437122,0.0034271485767421537,0.5280365403953654,21.02
0.7048827032662072,0.2946999826221505,0.048036361730689814,0.04761904761904761,0.6667108902768901,0.7593647640606324,0.09265387378374226,0.6353068088734858,0.6431627163902464,0.00785590751676057,0.6885759846658043,22.62
